DatasetID,Ref_L,Ref_a,Ref_b,Sam_L,Sam_a,Sam_b,dV,dV_scaled,dE,Ratio,F,Is_Outlier
Witt,88.8562745764,-7.07638502208,46.8369170141,85.1542959948,-6.76484043448,45.6010651541,3.0163,3.86138214292,4.10769137968,1.06378784271,0.781145167289,False
Witt,63.7867004635,0.0324208082991,0.100357648772,61.6887198694,0.166388186417,-0.00646394345685,2.999064,3.8393171021,2.08291036648,0.542521055461,0.781145167289,False
Witt,45.9069182503,37.7711531164,23.5293395619,43.107773978,35.9950551117,22.458050874,2.055393,2.63125611739,3.18387338927,1.21002032764,0.781145167289,False
Witt,36.5932440831,5.34933310953,-31.9405385504,34.3139069378,5.05062260277,-30.6340702955,1.581403,2.02446749493,2.18852457667,1.0810371528,0.781145167289,False
Wang,50.9879263338,0.243066353168,0.934383137988,50.9459780422,0.510803595015,1.07757432675,0.510459855,0.557326115399,0.197488967952,0.354350823505,0.915908730805,False
Wang,50.9879263338,0.243066353168,0.934383137988,50.9998534551,-0.0398542041199,1.08152212534,0.485345448,0.52990590839,0.161095389482,0.304007535925,0.915908730805,False
Wang,50.9879263338,0.243066353168,0.934383137988,50.6645791107,0.165988706951,0.942852148791,0.457324889,0.499312730208,0.312442179533,0.625744469609,0.915908730805,False
Wang,51.0108895623,0.158255825411,1.24944155316,50.9700828871,0.352007815242,1.03224569736,0.449180552,0.490420646613,0.143644885158,0.292901382008,0.915908730805,False
Wang,51.0108895623,0.158255825411,1.24944155316,50.911633906,0.400280918355,0.886978310778,0.527843581,0.576305873333,0.228656229926,0.396761928876,0.915908730805,False
Wang,50.8979069317,0.994302069633,0.859150732974,50.9679420498,0.635814623264,0.839291472402,0.527843581,0.576305873333,0.219521825281,0.380912004264,0.915908730805,False
Wang,50.9293033368,0.00752030042617,0.799852155184,51.3859652733,0.143146450661,0.83395303534,0.554010968,0.604875736377,0.447700709993,0.740153196877,0.915908730805,False
Wang,51.6875881923,0.179894025778,0.872431464137,51.2440052239,0.179011431545,0.931888003874,0.485345448,0.52990590839,0.422037318958,0.796438220966,0.915908730805,False
Wang,51.2440052239,0.179011431545,0.931888003874,50.8681152696,0.136928484142,0.975406454532,0.465932031,0.508710109784,0.35879353094,0.705300571071,0.915908730805,False
Wang,50.2220360438,0.106941418929,0.900067386489,50.6645791107,0.165988706951,0.942852148791,0.485345448,0.52990590839,0.424301107211,0.800710277981,0.915908730805,False
Wang,81.4998556707,-0.101499522502,1.89416067077,82.0626781,-0.240097939224,1.84346402419,0.449180552,0.490420646613,0.597845472598,1.21904629572,0.915908730805,False
Wang,81.4998556707,-0.101499522502,1.89416067077,80.8902359335,-0.178275399043,1.75224074211,0.426340429,0.465483529811,0.659588687551,1.41699683299,0.915908730805,False
Wang,81.4941581184,0.0985901587892,1.34132111251,81.398958914,-0.182604407479,1.53268266042,0.441367011,0.481889730008,0.216206051232,0.448662915536,0.915908730805,False
Wang,81.4725533832,-0.33038799858,1.47336870189,81.4052533563,-0.42587369943,1.01449327799,0.441367011,0.481889730008,0.321682446471,0.667543685701,0.915908730805,False
Wang,81.4913498315,-0.194686085006,1.34049010904,81.5920781691,-0.151117411892,1.74558454561,0.388756613,0.424449074373,0.286804721891,0.675710560365,0.915908730805,False
Wang,81.4913498315,-0.194686085006,1.34049010904,82.1814472866,-0.299928652975,1.339945092,0.496847132,0.542463583204,0.729091146678,1.34403703632,0.915908730805,False
Wang,80.8902359335,-0.178275399043,1.75224074211,81.5920781691,-0.151117411892,1.74558454561,0.441367011,0.481889730008,0.742837892806,1.54151011434,0.915908730805,False
Wang,81.6459770751,-0.26752335057,1.42786682962,81.5920781691,-0.151117411892,1.74558454561,0.418968583,0.457434861039,0.236894556711,0.517876045067,0.915908730805,False
Wang,81.6459770751,-0.26752335057,1.42786682962,82.1814472866,-0.299928652975,1.339945092,0.426340429,0.465483529811,0.567739697318,1.21967730534,0.915908730805,False
Wang,80.6399855958,-0.238659370458,1.28833485995,81.1189136111,-0.120585752688,1.27676420089,0.441367011,0.481889730008,0.515835768019,1.07044358055,0.915908730805,False
Wang,37.3043294264,27.3042707186,15.2830451323,37.2652553292,28.0680768477,15.7025234483,0.404155347,0.441261594531,0.562174398614,1.27401615183,0.915908730805,False
Wang,37.4265711371,28.0394674746,16.2679998793,37.539414289,28.2792293746,15.7894528289,0.449180552,0.490420646613,0.286017185671,0.583207880106,0.915908730805,False
Wang,37.8866930925,28.2845839884,15.8818443104,37.539414289,28.2792293746,15.7894528289,0.404155347,0.441261594531,0.320046280462,0.725298291146,0.915908730805,False
Wang,37.8866930925,28.2845839884,15.8818443104,37.7699497749,27.7352520153,15.44177801,0.449180552,0.490420646613,0.471190836932,0.96078915149,0.915908730805,False
Wang,37.539414289,28.2792293746,15.7894528289,37.6150312846,27.5892781926,15.4902927004,0.380612277,0.415556991869,0.49048163297,1.1802993153,0.915908730805,False
Wang,37.4926032401,28.024780482,15.7582887478,37.8828105009,28.4659787324,15.7592256719,0.457324889,0.499312730208,0.491412513625,0.98417781862,0.915908730805,False
Wang,37.5560015982,27.8211300076,15.3516199212,37.55198133,28.6507286688,15.5145856731,0.433781819,0.473608127546,0.567620138957,1.19850168513,0.915908730805,False
Wang,37.3797425017,28.2954420286,15.7731994184,37.5482121954,27.8124169451,15.5407910163,0.380612277,0.415556991869,0.360685909658,0.867957745183,0.915908730805,False
Wang,37.3797425017,28.2954420286,15.7731994184,37.1812778402,27.7503017158,15.2544618546,0.457324889,0.499312730208,0.520950627091,1.04333535993,0.915908730805,False
Wang,37.8266858255,27.921740385,15.4965882533,37.4311531897,28.0125997048,15.4880593389,0.426340429,0.465483529811,0.352801603986,0.757924999258,0.915908730805,False
Wang,50.3799222366,-9.13338090946,-16.2804537464,50.7144025131,-9.16122262013,-16.213926733,0.433781819,0.473608127546,0.31737675629,0.670125231875,0.915908730805,False
Wang,50.2687610702,-9.24420520696,-15.5341784128,50.3267317733,-9.38706444853,-16.1306571661,0.485345448,0.52990590839,0.417435354252,0.787753726921,0.915908730805,False
Wang,50.2876137434,-9.18778993784,-15.9044950034,50.3504416614,-9.42830270983,-16.2899492328,0.47518322,0.518810667502,0.329076098277,0.63428938318,0.915908730805,False
Wang,50.3267317733,-9.38706444853,-16.1306571661,50.3685375211,-9.03538466847,-16.2596186244,0.449180552,0.490420646613,0.180376102886,0.367798754256,0.915908730805,False
Wang,50.3012150514,-9.06624199097,-16.3083308185,50.7144025131,-9.16122262013,-16.213926733,0.47518322,0.518810667502,0.39215406227,0.755871239421,0.915908730805,False
Wang,50.3050746715,-9.67032206968,-16.3334947051,50.2633162729,-9.31419943935,-16.5318612625,0.47518322,0.518810667502,0.180607722427,0.34811875264,0.915908730805,False
Wang,50.3050746715,-9.67032206968,-16.3334947051,50.3737156847,-9.29588244917,-16.5052075199,0.47518322,0.518810667502,0.199121701499,0.383804177462,0.915908730805,False
Wang,50.3290803007,-9.53798940288,-16.9284937571,50.3737156847,-9.29588244917,-16.5052075199,0.418968583,0.457434861039,0.351352973846,0.768094003697,0.915908730805,False
Wang,50.7660269158,-9.53604291134,-16.7464571635,50.7144025131,-9.16122262013,-16.213926733,0.457324889,0.499312730208,0.469790153863,0.9408735757,0.915908730805,False
Wang,49.470631761,-9.12802251154,-16.2456802302,49.8711659851,-9.22317672261,-16.2719799439,0.457324889,0.499312730208,0.380461819321,0.761970997941,0.915908730805,False
Wang,30.0810629751,2.49688514554,-17.5528705046,29.9929581373,2.48401631303,-17.9733549239,0.404155347,0.441261594531,0.266308483369,0.603516115316,0.915908730805,False
Wang,30.1834529641,2.59267756892,-17.9042400509,29.8957471438,2.52369338945,-17.9670205697,0.418968583,0.457434861039,0.257008711654,0.561847671755,0.915908730805,False
Wang,30.1742284631,2.28265936187,-17.6621380247,30.246121047,2.40274957548,-18.2169771121,0.433781819,0.473608127546,0.311182732492,0.657046858769,0.915908730805,False
Wang,30.2100306065,2.58406743656,-17.9252113866,29.8957471438,2.52369338945,-17.9670205697,0.388756613,0.424449074373,0.275519557713,0.64912276725,0.915908730805,False
Wang,30.2902511165,2.12773747582,-17.8253889043,30.2383246984,2.36308900429,-17.7545298109,0.433781819,0.473608127546,0.15777576868,0.333135686454,0.915908730805,False
Wang,30.2383246984,2.36308900429,-17.7545298109,30.3448628629,2.50893414679,-18.2029808163,0.388756613,0.424449074373,0.256807367638,0.605036936451,0.915908730805,False
Wang,30.2383246984,2.36308900429,-17.7545298109,30.1463780127,2.44131351469,-18.1423727416,0.388756613,0.424449074373,0.225774893426,0.531924574838,0.915908730805,False
Wang,29.8915370783,2.72490722446,-18.4737107218,29.8957471438,2.52369338945,-17.9670205697,0.396570154,0.432979990977,0.263146618387,0.607756995405,0.915908730805,False
Wang,29.9149162908,2.32856334259,-17.95441673,29.8957471438,2.52369338945,-17.9670205697,0.388756613,0.424449074373,0.101952380704,0.240199323924,0.915908730805,False
Wang,31.0410196427,2.34883701193,-17.9324614446,30.6025951051,2.43809164563,-18.0946326574,0.362753945,0.396059053483,0.380269125934,0.960132390839,0.915908730805,False
Wang,31.2240578781,-4.23852686392,0.166645239569,31.2937764977,-4.170157491,-0.165578751688,0.441367011,0.481889730008,0.172158706528,0.357257471591,0.915908730805,False
Wang,31.2240578781,-4.23852686392,0.166645239569,31.3063740667,-4.26963778065,-0.201783015599,0.485345448,0.52990590839,0.204304391821,0.385548431497,0.915908730805,False
Wang,31.3174400031,-3.93792802839,-0.0935411669207,31.3063740667,-4.26963778065,-0.201783015599,0.441367011,0.481889730008,0.19428237702,0.403167706057,0.915908730805,False
Wang,31.2937764977,-4.170157491,-0.165578751688,31.3249754573,-4.49564270774,-0.251643015045,0.449180552,0.490420646613,0.18474755413,0.376712431269,0.915908730805,False
Wang,31.2937764977,-4.170157491,-0.165578751688,30.8437214732,-4.16864953358,-0.296615762808,0.418968583,0.457434861039,0.391857733641,0.856641605213,0.915908730805,False
Wang,31.3507136199,-4.03089667159,-0.328717976332,31.748647938,-3.98174163799,-0.312676067864,0.418968583,0.457434861039,0.344000208989,0.752020097916,0.915908730805,False
Wang,31.3507136199,-4.03089667159,-0.328717976332,30.8437214732,-4.16864953358,-0.296615762808,0.404155347,0.441261594531,0.442010471427,1.00169712684,0.915908730805,False
Wang,31.4329331132,-4.74798060457,-0.297556815498,31.8112631137,-4.70610034166,-0.284621283261,0.380612277,0.415556991869,0.326685688367,0.786139313643,0.915908730805,False
Wang,31.1988508711,-4.48698717321,-0.255678492964,30.7498064601,-4.54488282896,-0.353322849756,0.449180552,0.490420646613,0.391636214606,0.798572036701,0.915908730805,False
Wang,31.4646008819,-4.500634545,-0.275287982635,31.0114030522,-4.40110963001,-0.305001685733,0.465932031,0.508710109784,0.38872446058,0.764137478505,0.915908730805,False
Wang,94.9264239664,-1.14315741318,14.1060835085,95.0171301347,-1.05729401217,13.4590224736,0.47518322,0.518810667502,0.404337618423,0.779354866332,0.915908730805,False
Wang,94.9264239664,-1.14315741318,14.1060835085,95.6198277701,-1.14843562939,14.2754110474,0.411596737,0.449386192266,0.773793491432,1.72188977932,0.915908730805,False
Wang,94.9264239664,-1.14315741318,14.1060835085,94.3750776984,-1.12361901126,13.9218836128,0.362753945,0.396059053483,0.619451322339,1.56403777894,0.915908730805,False
Wang,95.1078239589,-1.04616241522,13.9544829768,94.3750776984,-1.12361901126,13.9218836128,0.433781819,0.473608127546,0.811388468735,1.71320638634,0.915908730805,False
Wang,95.1566753803,-1.33704304996,13.6957585076,95.7497097699,-1.27005021569,13.7311794153,0.426340429,0.465483529811,0.658738567314,1.41517051652,0.915908730805,False
Wang,94.9070295823,-1.23373503754,14.0763515834,95.0171301347,-1.05729401217,13.4590224736,0.465932031,0.508710109784,0.393255692922,0.773044776108,0.915908730805,False
Wang,94.9070295823,-1.23373503754,14.0763515834,94.3750776984,-1.12361901126,13.9218836128,0.388756613,0.424449074373,0.592420880476,1.39574077609,0.915908730805,False
Wang,95.3122412451,-1.25177750042,14.412816688,95.139249639,-1.0807509915,13.8372397167,0.449180552,0.490420646613,0.403045972727,0.821837285015,0.915908730805,False
Wang,94.8423276458,-1.14198121599,13.6520578211,94.2759998703,-1.06152559505,13.8083348866,0.418968583,0.457434861039,0.625461639926,1.36732394751,0.915908730805,False
Wang,95.3176841325,-1.22411088426,13.4339821771,94.6042649582,-1.29769796817,13.6073887796,0.457324889,0.499312730208,0.790247695388,1.58267083449,0.915908730805,False
Wang,44.5839199132,-8.6106808734,-32.9925332406,44.7154123113,-8.80731953476,-33.7186181326,0.441367011,0.481889730008,0.604880419285,1.25522579465,0.915908730805,False
Wang,44.5839199132,-8.6106808734,-32.9925332406,44.7248381279,-8.62928557851,-33.8010603336,0.496847132,0.542463583204,0.601216829732,1.10830818574,0.915908730805,False
Wang,44.6113707057,-8.26476179835,-33.1851376775,44.713661739,-8.37011408273,-33.7063466347,0.457324889,0.499312730208,0.422588670788,0.846340670328,0.915908730805,False
Wang,44.6113707057,-8.26476179835,-33.1851376775,44.5439044143,-8.38578286242,-33.7253776594,0.527843581,0.576305873333,0.436296378878,0.757056971074,0.915908730805,False
Wang,44.561211644,-8.62074993942,-33.4641108546,44.4988219001,-8.72086745402,-34.2077190247,0.426340429,0.465483529811,0.573673352582,1.23242459903,0.915908730805,False
Wang,44.748994858,-8.39026180265,-33.4118014365,44.7248381279,-8.62928557851,-33.8010603336,0.47518322,0.518810667502,0.376765368105,0.726209755706,0.915908730805,False
Wang,44.6804127958,-8.90938266988,-33.367465948,44.5912128616,-8.44759744201,-33.5002637997,0.465932031,0.508710109784,0.216725266481,0.426029013995,0.915908730805,False
Wang,44.5525659991,-8.62599452173,-33.5963533859,44.4988219001,-8.72086745402,-34.2077190247,0.426340429,0.465483529811,0.476964342212,1.02466427202,0.915908730805,False
Wang,44.4117816908,-8.89891522884,-33.6706175969,44.3351723608,-8.53039481548,-33.8042236329,0.433781819,0.473608127546,0.168964939416,0.356761063817,0.915908730805,False
Wang,44.4180940863,-8.76475838222,-33.6828049858,44.7154123113,-8.80731953476,-33.7186181326,0.485345448,0.52990590839,0.277013156791,0.522759139699,0.915908730805,False
Wang,69.6850585139,-21.894590259,48.1723516358,69.7872702496,-22.2866886457,49.4711384268,0.433781819,0.473608127546,0.725684111575,1.53224589986,0.915908730805,False
Wang,69.6844959061,-21.3452864164,49.0350769516,69.7388985634,-21.965792914,48.6245309355,0.485345448,0.52990590839,0.398001755968,0.75108004962,0.915908730805,False
Wang,69.7297105672,-22.2163550595,48.5390971755,69.7104034041,-22.8428071976,48.3802010799,0.465932031,0.508710109784,0.35812509092,0.703986581025,0.915908730805,False
Wang,69.8287087907,-21.0323638229,48.4576641873,69.8232431354,-21.7044668118,48.4697855593,0.441367011,0.481889730008,0.376234937866,0.780749027084,0.915908730805,False
Wang,69.7104034041,-22.8428071976,48.3802010799,69.7528904685,-22.1924111142,48.7514716044,0.485345448,0.52990590839,0.412541283817,0.778517992128,0.915908730805,False
Wang,69.7104034041,-22.8428071976,48.3802010799,70.0444442275,-22.1027157376,48.4105693641,0.457324889,0.499312730208,0.555843621857,1.1132174051,0.915908730805,False
Wang,69.4353246396,-22.1856192777,48.6065510221,70.0017167524,-22.1485261151,48.4688692392,0.457324889,0.499312730208,0.578920403023,1.15943449465,0.915908730805,False
Wang,69.7622869409,-22.07381995,48.5266257331,70.3067805471,-21.9937736494,48.7070289529,0.411596737,0.449386192266,0.58156205625,1.2941253342,0.915908730805,False
Wang,70.0017167524,-22.1485261151,48.4688692392,69.4598007926,-22.0091104712,48.6080500051,0.433781819,0.473608127546,0.5513108156,1.16406536023,0.915908730805,False
Wang,69.4598007926,-22.0091104712,48.6080500051,70.0444442275,-22.1027157376,48.4105693641,0.441367011,0.481889730008,0.594615288793,1.23392397008,0.915908730805,False
Wang,48.1168136012,29.8782905432,13.3504568705,48.1349286066,30.6639154181,13.7078810497,0.396570154,0.432979990977,0.60261907687,1.39179428479,0.915908730805,False
Wang,48.111379955,30.3467132575,13.8081586277,48.1649393886,29.7110369009,13.3748592061,0.418968583,0.457434861039,0.517965165351,1.13232551663,0.915908730805,False
Wang,48.111379955,30.3467132575,13.8081586277,48.2151852,29.9341657393,13.5015848308,0.404155347,0.441261594531,0.346889216255,0.786130541508,0.915908730805,False
Wang,48.0896290988,29.1477477137,13.753540106,48.1583230621,29.3961891931,13.3190736394,0.441367011,0.481889730008,0.26901951438,0.558259488899,0.915908730805,False
Wang,48.0913463441,30.0298223507,13.4994512768,48.0786279753,29.1835407465,13.3913723409,0.411596737,0.449386192266,0.594760097351,1.3234943743,0.915908730805,False
Wang,48.083891035,29.8465881431,13.5706237414,48.0786279753,29.1835407465,13.3913723409,0.411596737,0.449386192266,0.479745668148,1.06755765176,0.915908730805,False
Wang,48.1720134702,30.1952322407,13.4566644181,48.1583230621,29.3961891931,13.3190736394,0.441367011,0.481889730008,0.567506053031,1.17766787232,0.915908730805,False
Wang,48.0594598047,29.8533060511,13.2263406087,48.1349286066,30.6639154181,13.7078810497,0.418968583,0.457434861039,0.661521032852,1.44615351648,0.915908730805,False
Wang,48.1349286066,30.6639154181,13.7078810497,48.0770730113,30.0247508597,13.5639298513,0.404155347,0.441261594531,0.469703775461,1.06445650671,0.915908730805,False
Wang,48.6409436432,30.3966896124,13.5751329785,48.5533580141,29.9312572816,13.3817742746,0.380612277,0.415556991869,0.37257656456,0.896571521717,0.915908730805,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.2134373971,-0.296165882218,-0.601655256176,2.6582,1.43287265183,1.15097486507,0.803263893411,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.518859475,-0.318053911145,-0.504299721741,1.8888,1.01813628198,0.865791505157,0.85036897366,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.7708062367,-0.417104636935,-0.374354614623,1.7741,0.956308543979,0.641629420927,0.670943938508,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.8312183966,-0.449125140913,-0.405396006023,1.7741,0.956308543979,0.622459928657,0.650898637868,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.3842757893,-0.361431891826,-0.474856601312,2.0103,1.0836294831,0.974204421974,0.899019856114,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.3603879824,-0.261553739577,0.143413639458,2.2122,1.19246139507,0.856116335996,0.717940504856,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.0137350719,-0.324248739236,0.0884526273492,0.9112,0.491172056408,0.2566523419,0.52253042198,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.0418935687,-0.371615351379,-0.630302642529,1.8307,0.986818133962,0.621435439513,0.629736542252,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.4675702735,-0.13894254599,0.334173898131,1.1359,0.612294050564,0.27733439153,0.452943142717,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.1963249324,-0.235511277041,0.126145098316,0.9693,0.52249020443,0.124894124244,0.239036298068,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.2743915798,-0.097575419443,-0.077468439623,1.5573,0.839444955492,0.251148613836,0.299184136128,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.5210875197,0.131594053802,0.447866220056,1.1359,0.612294050564,0.434648832963,0.709869437017,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.4618849785,-0.293342542925,0.534616448157,1.2954,0.698270721983,0.275290681494,0.394246347193,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,64.0035176453,-0.0129228150384,0.18762157671,2.0745,1.11823576714,0.816127236135,0.729834673614,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3968169476,-0.344553007978,-0.188919447375,1.6641,0.897014287828,0.369615442044,0.412050785655,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.5205115638,0.135945459949,0.0698571883617,2.9341,1.58159342703,0.416692429489,0.263463683124,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.1502581072,-0.304158838378,-0.213182103525,1.6641,0.897014287828,0.338988773943,0.3779078868,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3251104446,-0.103540718631,0.267046873841,1.1896,0.64124042834,0.164713358737,0.256866771741,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.5075091949,0.327241171062,0.0568361390913,2.2122,1.19246139507,0.485257397588,0.406937616257,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.2124978577,-0.521377853345,0.0963658542142,1.8307,0.986818133962,0.22944596032,0.232510887694,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.5395302379,-0.227736031274,-0.349438692642,2.2871,1.23283539312,0.785438386092,0.637099154092,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.2912774925,-0.218571990517,-0.1891925267,1.8888,1.01813628198,0.313981336538,0.308388319024,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.9180724271,-0.153932377863,-0.21605318822,1.7741,0.956308543979,0.769525789157,0.804683586696,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.6526803185,-0.32202691133,-0.130635151303,1.6104,0.868067910052,0.517485755331,0.596135105719,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.6415257788,0.0585418489771,0.284325621279,1.0814,0.582916441835,0.488606830868,0.838210755095,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.1246699407,-0.0517032374761,-0.241600334749,2.4545,1.32307047021,0.344686161659,0.260519881155,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.4783618567,-0.163717014888,0.355839837533,0.9693,0.52249020443,0.283226656758,0.54207074957,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3485036487,0.330785427367,-0.153484702204,2.5503,1.37471037693,0.435775663449,0.316994525365,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.668750485,0.171803733433,0.235376783089,1.6104,0.868067910052,0.546451166155,0.629502784087,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.2854841173,-0.350762252208,0.400558468443,1.2954,0.698270721983,0.0807828523314,0.115689874698,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.2602316674,-0.242292549971,-0.115699924937,2.0103,1.0836294831,0.268016878882,0.247332582827,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.4181881717,0.0660389207875,0.554753750316,1.8888,1.01813628198,0.362009011623,0.355560466736,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.0164018252,-0.309932401065,0.494060533041,1.8307,0.986818133962,0.211491739366,0.214316835177,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3422227296,-0.191218289798,0.246285718914,1.1359,0.612294050564,0.151212808975,0.24696109465,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.0360635746,-0.314616379205,-0.38279271546,2.2122,1.19246139507,0.472421123326,0.396173096488,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3957439574,0.165405391807,-0.12950903083,2.4545,1.32307047021,0.385761464408,0.291565319531,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.32626803,-0.0547510128071,0.0192823583335,1.4522,0.782791988933,0.236688597908,0.302364614425,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.9702564062,0.396344410167,0.336993908056,2.2122,1.19246139507,0.891129260156,0.747302398083,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.8939623496,-0.124869856021,-0.331843779305,2.3674,1.27612020011,0.497900289826,0.39016723486,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.7071097999,-0.292805724891,-0.45160757971,2.0103,1.0836294831,0.69647952991,0.642728479406,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.9847224987,-0.566285695481,0.33634030565,1.9485,1.05031689191,0.289378328321,0.275515256919,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.3952487214,0.110923846766,0.347439982525,1.5046,0.811037616409,0.319814556734,0.394327649253,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.5185219028,-0.280085532572,-0.368803840397,2.2122,1.19246139507,0.815227415392,0.683650991775,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.0014823603,-0.393711012518,-0.436825795826,2.0103,1.0836294831,0.533554470978,0.492377218691,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.26961711,-0.335082262667,-0.461706843984,2.2871,1.23283539312,1.06618939367,0.864827047972,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.7434604445,-0.0949033641391,-0.392553543651,2.783,1.50014468062,0.626524692379,0.417642845035,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.7744956258,-0.298158972375,-0.356603104511,2.2122,1.19246139507,0.609032572963,0.510735672855,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,63.5159859052,0.127043813425,0.221710711662,2.0745,1.11823576714,0.403186403857,0.360555810952,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.6208420951,-0.265176417216,-0.391294763886,2.4545,1.32307047021,0.736003231515,0.556284225284,1.85515439674,False
BIGC-T1-SG,63.2124978577,-0.298424508777,0.346058737764,62.5051854806,-0.26718671958,-0.397596649248,2.4545,1.32307047021,0.834143132333,0.630460093484,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.4021386129,37.353143879,23.9341339094,2.5503,1.37471037693,0.573007771696,0.416820721886,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.3402136434,37.503870599,23.7624322732,1.8307,0.986818133962,0.485967023639,0.492458546225,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.2036246148,38.205060942,22.0091002499,2.0745,1.11823576714,0.673131392428,0.601958381415,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.1411684316,37.7296619981,22.0041539063,1.1896,0.64124042834,0.688723943293,1.0740494717,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.1869460197,36.435605587,23.8707004337,2.4545,1.32307047021,1.13776789316,0.859945043576,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.0853362646,36.8764228444,23.6897878439,2.4545,1.32307047021,0.903913434974,0.68319371895,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,45.9573801187,36.4669340447,24.0719293965,2.6582,1.43287265183,1.26350205701,0.881796477446,1.85515439674,False
BIGC-T1-SG,46.6141319801,37.7623252305,22.9879468396,46.434990495,36.9110432861,23.1202611322,0.7897,0.425678855296,0.656492134565,1.54222397095,1.85515439674,False
